Time - Voltage	Amplitude - Voltage
1515	-1,28813
1516	-1,28917
1517	-1,27484
1518	-1,27575
1519	-1,26532
1520	-1,26614
1521	-1,25467
1522	-1,25541
1523	-1,24837
1524	-1,24903
1525	-1,2404
1526	-1,24101
1527	-1,23083
1528	-1,23138
1529	-1,21811
1530	-1,21864
1531	-1,20901
1532	-1,20948
1533	-1,20135
1534	-1,20171
1535	-1,19448
1536	-1,19487
1537	-1,18567
1538	-1,18601
1539	-1,17745
1540	-1,17772
1541	-1,16815
1542	-1,1684
1543	-1,16033
1544	-1,16055
1545	-1,15117
1546	-1,15131
1547	-1,13973
1548	-1,13989
1549	-1,13374
1550	-1,13388
1551	-1,12698
1552	-1,12713
1553	-1,12123
1554	-1,12141
1555	-1,11187
1556	-1,11201
1557	-1,1035
1558	-1,10358
1559	-1,09908
1560	-1,09914
1561	-1,09385
1562	-1,09392
1563	-1,08829
1564	-1,08834
1565	-1,08228
1566	-1,08233
1567	-1,07799
1568	-1,07803
1569	-1,07321
1570	-1,07325
1571	-1,06802
1572	-1,06805
1573	-1,06065
1574	-1,06068
1575	-1,05486
1576	-1,05487
1577	-1,04921
1578	-1,0492
1579	-1,04255
1580	-1,04256
1581	-1,03963
1582	-1,03962
1583	-1,03473
1584	-1,03473
1585	-1,0273
1586	-1,0273
1587	-1,02384
1588	-1,02381
1589	-1,01969
1590	-1,01965
1591	-1,01596
1592	-1,01591
1593	-1,01273
1594	-1,01264
1595	-1,01035
1596	-1,01025
1597	-1,00457
1598	-1,00448
1599	-1,00038
1600	-1,00022
1601	-0,995943
1602	-0,99576
1603	-0,991096
1604	-0,990783
1605	-0,986119
1606	-0,985594
1607	-0,978562
1608	-0,977884
1609	-0,972907
1610	-0,971922
1611	-0,966872
1612	-0,965926
1613	-0,961142
1614	-0,960078
1615	-0,954778
1616	-0,953843
1617	-0,949664
1618	-0,948827
1619	-0,943064
1620	-0,942311
1621	-0,936183
1622	-0,935526
1623	-0,930261
1624	-0,929696
1625	-0,926059
1626	-0,925477
1627	-0,921719
1628	-0,921066
1629	-0,916591
1630	-0,916083
1631	-0,914346
1632	-0,913795
1633	-0,909209
1634	-0,908681
1635	-0,904583
1636	-0,904077
1637	-0,903758
1638	-0,903278
1639	-0,902525
1640	-0,902065
1641	-0,901896
1642	-0,901443
1643	-0,900714
1644	-0,900257
1645	-0,895631
1646	-0,895197
1647	-0,888722
1648	-0,888277
1649	-0,88554
1650	-0,885065
